num_expediente,fecha,hora,localizacion,numero,cod_distrito,distrito,tipo_accidente,estado_meteorológico,tipo_vehiculo,tipo_persona,rango_edad,sexo,cod_lesividad,lesividad,longitud,latitud,positiva_alcohol,positiva_droga
2024S023159,29/07/2024,13:30:00,CARRIL BICI (JUNTO GTA CANILLEJAS Y PROXIMO C. MEQUINENZA,2,21,BARAJAS,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.6056305356,40.44953278202423,false,false
2024S023203,30/07/2024,20:15:00,"CALL. COLOMBIA, 31",31,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.6734066981,40.456968621302906,false,false
2024S023207,30/07/2024,23:40:00,CALL. RETAMA / CALL. MENDEZ ALVARO,1,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67670615492,40.39316536355315,false,false
2024S023207,30/07/2024,23:40:00,CALL. RETAMA / CALL. MENDEZ ALVARO,1,2,ARGANZUELA,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67670615492,40.39316536355315,false,false
2024S023209,31/07/2024,1:35:00,CALL. GENERAL RICARDOS / CALL. MANUEL LAMELA,171,11,CARABANCHEL,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.73431358569,40.38675978174629,false,false
2024S023239,31/07/2024,11:30:00,"CALL. TRIBULETE, 5",5,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.70223955566,40.40790510598563,false,false
2024S023276,31/07/2024,19:05:00,"AVDA. LAS AGUILAS, 121",121,10,LATINA,Alcance,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.77851468083,40.381308448047264,false,false
2024S023311,01/08/2024,12:20:00,"PASEO. CASTELLANA, 89",89,6,TETUÁN,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.69120206326,40.44989062171299,false,false
2024S023375,02/08/2024,10:15:00,"CALL. ARTURO SORIA, 166",166,15,CIUDAD LINEAL,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 50 a 54 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.65558979654,40.454935912853976,false,false
2024S023618,05/08/2024,13:05:00,PLAZA. SANTA BARBARA / PLAZA. ALONSO MARTINEZ,1,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69591334952,40.42760108823718,false,false
2024S023630,05/08/2024,16:39:00,AVDA. NICETO ALCALA ZAMORA / AUTOV. M-11,4,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,3,Ingreso superior a 24 horas,-3.64954805692,40.48151948288492,false,false
2024S023649,05/08/2024,19:56:00,TRVA. IVAN DE VARGAS / PASEO. SAN ILLAN,1,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 18 a 20 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.72451482204,40.402488363928086,false,false
2024S023651,05/08/2024,18:50:00,"CALL. HERMANOS GARCIA NOBLEJAS, 41",41,20,SAN BLAS-CANILLEJAS,Caída,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,-3.63348378037,40.43182490612779,false,false
2024S023657,05/08/2024,22:42:00,CALL. EDGAR NEVILLE / CALL. RAIMUNDO FERNANDEZ VILLAVERDE,1,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.69712324212,40.44658479883798,false,false
2024S023699,06/08/2024,15:20:00,GTA. EMBAJADORES / RONDA. VALENCIA,1,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70235194174,40.405111615145586,false,false
2024S023707,06/08/2024,15:30:00,"CALL. ANTONIA RODRIGUEZ SACRISTAN, 16",16,11,CARABANCHEL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.74373896306,40.372834559750494,false,false
2024S023781,07/08/2024,18:55:00,CALL. SERRANO / CALL. GOYA,17,4,SALAMANCA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.68781984602,40.425820690372916,false,false
2024S023802,08/08/2024,8:50:00,CALL. BOHEMIOS / AVDA. ANDALUCIA,2,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.69334806557,40.35683213250424,false,false
2024S023809,08/08/2024,13:05:00,"CALL. PUERTO SERRANO, 2",2,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.6884335185,40.38540237487836,false,false
2024S023939,10/08/2024,13:00:00,"AVDA. ABRANTES, 60",60,11,CARABANCHEL,Caída,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.72897526275,40.38009079853684,false,false
2024S023942,10/08/2024,13:20:00,CALL. SAGASTA / CALL. MEJIA LEQUERICA,18,1,CENTRO,Atropello a persona,Despejado,Bicicleta,Peatón,De 50 a 54 años,Mujer,14,Sin asistencia sanitaria,-3.6991388749,40.42829334025076,false,false
2024S023988,11/08/2024,8:12:00,CALL. ARGANDA / PSRLH. PASEO DE LAS YESERIAS,50,2,ARGANZUELA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70409363748,40.39695682596184,true,false
2024S024021,12/08/2024,2:46:00,"CALL. O'DONNELL, 18",18,3,RETIRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.67699015766,40.42151522932179,true,false
2024S024070,12/08/2024,22:45:00,CALL. LOPEZ DE HOYOS / CALL. TORRELAGUNA,322,15,CIUDAD LINEAL,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.66142754594,40.45612787977861,false,false
2024S024082,13/08/2024,8:40:00,CALL. PERDIZ / CMNO. RENEGADO,6,10,LATINA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.74551708927,40.409111639186385,false,false
2024S024101,13/08/2024,15:45:00,CALL. ARROYO FONTARRON / CALL. PIO FELIPE,165,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.64626537478,40.398735949280976,false,false
2024S024189,15/08/2024,16:00:00,CALL. HERNAN CORTES / CALL. HORTALEZA,20,1,CENTRO,Alcance,Desconocido,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,-3.69928758586,40.4233014382374,false,false
2024S024192,15/08/2024,22:30:00,"CALL. FUENTES DE SAN JORGE, 2",2,19,VICÁLVARO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,3,Ingreso superior a 24 horas,-3.60642631604,40.400285098206105,false,false
2024S024238,16/08/2024,18:20:00,"GTA. PIEDRAFITA DEL CEBRERO, 0",0,8,FUENCARRAL-EL PARDO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,14,Sin asistencia sanitaria,-3.71175589961,40.47103607756647,false,false
2024S024271,17/08/2024,18:20:00,"CMNO. VIEJO DE VICALVARO, 7",7,19,VICÁLVARO,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.62257774136,40.406181296046555,true,false
2024S024279,17/08/2024,23:00:00,RONDA. TOLEDO / CALL. GASOMETRO,10,2,ARGANZUELA,Colisión lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70929219211,40.40613231740775,false,false
2024S024280,17/08/2024,23:00:00,RONDA. TOLEDO / CALL. GASOMETRO,10,2,ARGANZUELA,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.70989414,40.40621871374555,false,false
2024S024285,18/08/2024,0:00:00,GTA. SANTA MARIA DE LA CABEZA / CALL. EMBAJADORES,9,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.69977150993,40.40060471038558,false,false
2024S024306,18/08/2024,14:00:00,"CALL. ESCUELA DE VALLECAS, 18",18,18,VILLA DE VALLECAS,Choque contra obstáculo fijo,Desconocido,Bicicleta,Conductor,De 35 a 39 años,Hombre,14,Sin asistencia sanitaria,-3.58877387466,40.35970910816315,false,false
2024S024311,18/08/2024,16:35:00,"AVDA. MORATALAZ, 17",17,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.66100112961,40.4077788443531,false,false
2024S024319,18/08/2024,20:10:00,"CALL. ILLESCAS, 84",84,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.75414269016,40.391028586997635,false,false
2024S024330,19/08/2024,7:40:00,CALL. ENCOMIENDA DE PALACIOS / CALL. LA TACONA,185,14,MORATALAZ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.63953690183,40.39874633261301,false,false
2024S024338,19/08/2024,9:00:00,CALL. ANGEL MUÑOZ / CALL. AGASTIA,18,15,CIUDAD LINEAL,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.6578193954,40.45378811229371,false,false
2024S024414,20/08/2024,17:15:00,CALL. INFANTA MERCEDES / CALL. JUAN DE OLIAS,1,6,TETUÁN,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.69924338919,40.453175585404125,false,false
2024S024531,20/08/2024,22:00:00,AVDA. ANDES / C.C. CAMPO DE LAS NACIONES,52,16,HORTALEZA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Hombre,14,Sin asistencia sanitaria,-3.61793383695,40.457638841133715,false,false
2024S024553,23/08/2024,15:00:00,"CALL. VALLEHERMOSO, 28",28,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,14,Sin asistencia sanitaria,-3.70873858951,40.4331177765278,false,false
2024S024557,23/08/2024,17:05:00,CALL. AGATHA CHRISTIE / CALL. PEDRO SAINZ RODRIGUEZ,7,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.63477294197,40.502421251714786,false,false
2024S024569,23/08/2024,20:00:00,"AVDA. FRANCISCO PI Y MARGALL, 5",5,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 55 a 59 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.64559565876,40.4852172825864,false,false
2024S024599,24/08/2024,10:40:00,PASEO. EXTREMADURA / CALL. REPULLES Y VARGAS,113,10,LATINA,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.73515586593,40.411123936923026,false,false
2024S024678,25/08/2024,18:00:00,"GTA. SANTA MARIA DE LA CABEZA, 8",8,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.69928820395,40.40058961619995,false,false
2024S024692,26/08/2024,0:40:00,PASEO. SANTA MARIA DE LA CABEZA / PLAZA. EMPERADOR CARLOS V,1,2,ARGANZUELA,Alcance,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,14,Sin asistencia sanitaria,-3.69340672433,40.40736381754388,false,false
2024S024703,25/08/2024,14:30:00,"CMNO. VALDERRIBAS, 16",16,13,PUENTE DE VALLECAS,Alcance,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,14,Sin asistencia sanitaria,-3.66553975177,40.40072573127541,false,false
2024S024727,26/08/2024,15:00:00,CALL. FERNANDEZ DE LOS RIOS / CALL. GUZMAN EL BUENO,63,7,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71311225406,40.4353161065291,false,false
2024S024752,27/08/2024,0:44:00,"PASEO. CIUDAD DE PLASENCIA, 0",0,1,CENTRO,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Mujer,5,Asistencia sanitaria ambulatoria con posterioridad,-3.72022778585,40.41488457253343,false,false
2024S024774,26/08/2024,22:02:00,"PASEO. VIRGEN DEL PUERTO, 45",45,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.72199687626,40.41057622512178,false,false
2024S024858,28/08/2024,19:30:00,"AUTOV. M-30, 24XC00",24XC00,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.75436673554,40.46700909314031,false,false
2024S024862,28/08/2024,21:30:00,"CALL. ANTONIO DE LEYVA, 69",69,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.71625218282,40.38898119129303,false,true
2024S024862,28/08/2024,21:30:00,"CALL. ANTONIO DE LEYVA, 69",69,11,CARABANCHEL,Atropello a persona,Despejado,Bicicleta,Peatón,De 40 a 44 años,Mujer,3,Ingreso superior a 24 horas,-3.71625218282,40.38898119129303,false,false
2024S024881,29/08/2024,5:15:00,"PASEO. CIUDAD DE PLASENCIA, 0",0,1,CENTRO,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.71810614221,40.41487975158195,false,false
2024S024887,29/08/2024,6:45:00,AVDA. RAFAELA YBARRA / CALL. MAXIMO CARAZO,29,12,USERA,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 35 a 39 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.71124820158,40.383705726160265,false,false
2024S024889,29/08/2024,7:46:00,CALL. ARROYO DEL OLIVAR / CALL. SIERRA DE CADI,74,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Lluvia débil,Bicicleta,Conductor,De 25 a 29 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.66145838578,40.39188420979277,false,false
2024S024904,29/08/2024,12:05:00,"AVDA. CARABANCHEL ALTO, 72",72,11,CARABANCHEL,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.75331074018,40.36923202967425,false,false
2024S024969,30/08/2024,16:00:00,CALL. PRINCESA / CALL. ALBERTO AGUILERA,58,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.71618627098,40.43056737121605,false,false
2024S024989,30/08/2024,22:25:00,"CALL. ILLESCAS, 54",54,10,LATINA,Caída,Lluvia débil,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7611989121,40.39299137233123,false,false
2024S025021,31/08/2024,9:07:00,CALL. PRINCIPE DE VERGARA / CALL. MARIA DE MOLINA,90,4,SALAMANCA,Caída,Lluvia débil,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.67919180515,40.43765550759397,false,false
2024S025044,31/08/2024,17:49:00,"CALL. PEÑARANDA DE BRACAMONTE, 10",10,18,VILLA DE VALLECAS,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Mujer,1,Atención en urgencias sin posterior ingreso,-3.60337936382,40.371814203807446,false,false
2024S025065,01/09/2024,1:00:00,CALL. ALCOCER / CALL. ORIO,8,17,VILLAVERDE,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 25 a 29 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.69561764567,40.35078237905745,false,false
2024S025086,01/09/2024,9:00:00,"CALL. ESPINO, 1",1,1,CENTRO,Atropello a persona,Nublado,Bicicleta,Peatón,De 30 a 34 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.70152611489,40.40729682102926,false,false
2024S025097,01/09/2024,14:00:00,CTRA. RODAJOS / CTRA. ZARZON,2,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.7605907044,40.41328374382691,false,false
2024S025097,01/09/2024,14:00:00,CTRA. RODAJOS / CTRA. ZARZON,2,9,MONCLOA-ARAVACA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.7605907044,40.41328374382691,false,false
2024S025099,01/09/2024,15:51:00,CALL. AMBROZ / CALL. VILLAJIMENA,1,19,VICÁLVARO,Caída,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.60485565841,40.40649158021296,false,false
2024S025152,02/09/2024,13:30:00,CALL. SANTA ENGRACIA / CALL. MARIA DE GUZMAN,153,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.70285399747,40.444297847170745,false,false
2024S025216,03/09/2024,9:05:00,"AVDA. MORATALAZ, 40",40,14,MORATALAZ,Alcance,Despejado,Bicicleta,Conductor,De 21 a 24 años,Mujer,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65881225411,40.406899439179035,false,false
2024S025257,03/09/2024,19:50:00,AVDA. MAYORAZGO / AUTOV. M-45,79,18,VILLA DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.61244607177,40.36104565855401,false,false
2024S025258,03/09/2024,20:20:00,PARQUE CUÑA VERDE,0,14,MORATALAZ,Caída,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.63043430719,40.41458022792093,false,false
2024S025291,04/09/2024,10:15:00,"CALL. JUAN DANIEL FULLAONDO, 22",22,16,HORTALEZA,Caída,Despejado,Bicicleta,Conductor,De 65 a 69 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.62875144004,40.4806615222254,false,false
2024S025296,04/09/2024,8:45:00,CALL. ANILLO VERDE / COMPJ. ZOOLOGICO DE LA CASA CAMPO,6,9,MONCLOA-ARAVACA,Atropello a animal,Despejado,Bicicleta,Conductor,De 65 a 69 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.76683901013,40.40615236167161,false,false
2024S025331,04/09/2024,15:15:00,CALL. CARTAGENA / CALL. LUIS CABRERA,136,5,CHAMARTÍN,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 21 a 24 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.67553521462,40.44221747665896,false,false
2024S025348,04/09/2024,20:30:00,"CALL. ALHAMBRA, 37",37,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.74385168185,40.397005192528496,false,false
2024S025350,04/09/2024,22:50:00,CALL. TOLEDO / IDB. DOCTOR VALLEJO NAJERA,170,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,3,Ingreso superior a 24 horas,-3.71330416774,40.40326077388562,false,false
2024S025363,04/09/2024,14:10:00,CALL. GALILEO / CALL. DONOSO CORTES,74,7,CHAMBERÍ,Colisión lateral,Despejado,Bicicleta,Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.71012731092,40.43624439091744,false,false
2024S025365,04/09/2024,12:10:00,"PASEO. PIÑONERO, 3",3,9,MONCLOA-ARAVACA,Atropello a animal,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.73821969118,40.43156390976389,false,false
2024S025365,04/09/2024,12:10:00,"PASEO. PIÑONERO, 3",3,9,MONCLOA-ARAVACA,Atropello a animal,Despejado,Bicicleta,Peatón,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.73821969118,40.43156390976389,false,false
2024S025417,05/09/2024,21:30:00,PASEO. CHOPERA / PLAZA. GENERAL MAROTO,10,2,ARGANZUELA,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,1,Atención en urgencias sin posterior ingreso,-3.69868614893,40.39364725945631,false,false
2024S025451,06/09/2024,10:15:00,"CTRA. CIUDAD UNIVERSITARIA, 0",0,9,MONCLOA-ARAVACA,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,5,Asistencia sanitaria ambulatoria con posterioridad,-3.76028928618,40.43152898264598,false,false
2024S025472,06/09/2024,15:17:00,"PASEO. RECOLETOS, 1",1,1,CENTRO,Alcance,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.69324282453,40.42010359762858,false,false
2024S025474,06/09/2024,16:47:00,"PASEO. CASTELLANA, 14",14,4,SALAMANCA,Choque contra obstáculo fijo,Despejado,Bicicleta,Conductor,De 50 a 54 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.68922394262,40.42825377569468,false,false
2024S025557,07/09/2024,12:15:00,CALL. PIO FELIPE / CALL. EL BOSCO,2,13,PUENTE DE VALLECAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.64760373984,40.39821494323605,false,false
2024S025561,07/09/2024,16:05:00,"CALL. PINTOR MORENO CARBONERO, 21",21,4,SALAMANCA,Caída,Despejado,Bicicleta,Conductor,Más de 74 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.66852038283,40.43875374893035,false,false
2024S025621,08/09/2024,7:50:00,CALL. CRUZ / CALL. NUÑEZ DE ARCE,10,1,CENTRO,Caída,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.7012385871,40.41592923625816,false,false
2024S025634,08/09/2024,11:43:00,"CALL. CEA BERMUDEZ, 1",1,7,CHAMBERÍ,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,2,Ingreso inferior o igual a 24 horas,-3.70571994626,40.43871282200712,false,false
2024S025689,09/09/2024,12:03:00,CALL. RAVENA / CALL. REPUBLICA ESLOVACA,9,20,SAN BLAS-CANILLEJAS,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 15 a 17 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.61504453686,40.418852336128445,false,false
2024S025702,09/09/2024,13:35:00,"CALL. CAMARENA, 292",292,10,LATINA,Colisión lateral,Despejado,Bicicleta,Conductor,De 35 a 39 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.75701529832,40.386613391111474,false,false
2024S025718,09/09/2024,18:10:00,CALL. PALMA / CSTAN. SAN VICENTE,1,1,CENTRO,Colisión lateral,Despejado,Bicicleta,Conductor,De 40 a 44 años,Hombre,14,Sin asistencia sanitaria,-3.70569787166,40.42645168391992,false,false
2024S025732,09/09/2024,19:25:00,AVDA. LOGROÑO / CTRA. ALCOBENDAS A BARAJAS,395,21,BARAJAS,Colisión lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.5985617856,40.486182150965604,false,false
2024S025752,09/09/2024,22:20:00,CALL. DOLORES BARRANCO / CALL. NICOLAS SANCHEZ,44,12,USERA,Colisión fronto-lateral,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 45 a 49 años,Hombre,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.7058949926,40.3832700552707,false,false
2024S025757,10/09/2024,5:40:00,AVDA. ENTREVIAS / AVDA. BUENOS AIRES,140,13,PUENTE DE VALLECAS,Colisión frontal,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 25 a 29 años,Hombre,7,Asistencia sanitaria sólo en el lugar del accidente,-3.65490361557,40.375696115885574,false,false
2024S025758,09/09/2024,10:23:00,"AVDA. FRANCISCO JAVIER SAENZ DE OIZA, 74",74,16,HORTALEZA,Alcance,Despejado,Bicicleta,Conductor,De 60 a 64 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.64190370751,40.494003553676286,false,false
2024S025779,10/09/2024,13:30:00,"CALL. CORREDERA BAJA DE SAN PABLO, 21",21,1,CENTRO,Colisión fronto-lateral,Despejado,Bicicleta,Conductor,De 45 a 49 años,Hombre,14,Sin asistencia sanitaria,-3.70407508297,40.4223174241301,false,false
2024S025807,10/09/2024,18:39:00,"CALL. EMBAJADORES, 96",96,2,ARGANZUELA,Caída,Despejado,Bicicleta,Conductor,De 10 a 14 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.7008302167,40.4026974107906,false,false
2024S025816,10/09/2024,20:27:00,"PASEO. ESPERANZA, 8",8,2,ARGANZUELA,Solo salida de la vía,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Mujer,6,Asistencia sanitaria inmediata en centro de salud o mutua,-3.70621057589,40.403331344738014,false,false
2024S025833,10/09/2024,23:30:00,"CALL. BRAVO MURILLO, 21",21,7,CHAMBERÍ,Caída,Despejado,Bicicleta EPAC (pedaleo asistido),Conductor,De 30 a 34 años,Hombre,2,Ingreso inferior o igual a 24 horas,-3.70434175523,40.43545095626721,false,false
