PK,NOMBRE,DESCRIPCION-ENTIDAD,HORARIO,EQUIPAMIENTO,tieneInternetPublico,tieneWifi,TRANSPORTE,DESCRIPCION,ACCESIBILIDAD 1,ACCESIBILIDAD 2,ACCESIBILIDAD 3,CONTENT-URL,NOMBRE-VIA,CLASE-VIAL,direccion_completa,TIPO-NUM,NUM,PLANTA,PUERTA,ESCALERAS,ORIENTACION,LOCALIDAD,PROVINCIA,CODIGO-POSTAL,COD-BARRIO,BARRIO,barrio_slug,COD-DISTRITO,DISTRITO,distrito_slug,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,FAX,EMAIL,TIPO
1753,Biblioteca Pública Municipal Portazgo (puente De Vallecas),"La Biblioteca de Portazgo fue inaugurada el 20 de octubre de 1983 compartiendo espacio con el edificio del Centro Cultural Alberto Sánchez. Fue una de las bibliotecas pioneras en formar parte de la incipiente red de Bibliotecas Públicas del Ayuntamiento de Madrid, hace más de 30 años. En 2006 fue remodelada y ampliada incorporando espacios del Centro Cultural. Actualmente cuenta con dos plantas, en la planta baja encontramos la sala infantil, un pequeño espacio para la prensa y el mostrador de préstamo, además del servicio de Internet. La planta primera funciona como sala de lectura y en ella se encuentra el fondo de adultos.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,"Metro: Portazgo, Buenos Aires (línea 1)",Superficie: 550 metros cuadrados  Puestos de lectura: 116  Puestos de Internet: 7,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=89a40a47f441f010VgnVCM2000000c205a0aRCRD,CANTALAPIEDRA,CALLE,CALLE CANTALAPIEDRA 11,V,11,,,,,MADRID,MADRID,28038,6,Numancia,numancia,13,Puente De Vallecas,puente-de-vallecas,444376,4471605,40.393189968014696,-3.6554147649183943,91 757 03 23,,bpportazgo@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1792,Biblioteca Pública Municipal Pozo Del Tío Raimundo (puente De Vallecas),"La Biblioteca Pública Pozo del Tío Raimundo fue inaugurada el 15 de octubre de 1991, compartiendo edificio con el Centro Cultural Pozo del Tío Raimundo.    Página en Facebook     Canal de WhatsApp","Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos, durante el mes de agosto, los días 24 y 31 de diciembre.","préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,"Cercanías Renfe: El Pozo (líneas C2, C7 y C8)",Superficie: 315 metros cuadrados  Puestos de lectura: 81  Puestos de Internet: 7,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7203d0b5e71c010VgnVCM1000000b205a0aRCRD,GLORIETAS,AVENIDA,AVENIDA GLORIETAS 19,NUM,19,,,,EN C. CULTURAL POZO TIO RAIMUNDO,MADRID,MADRID,28053,1,Entrevias,entrevias,13,Puente De Vallecas,puente-de-vallecas,443950,4469433,40.3735856436473,-3.6602546064905397,91 507 07 34,,bppozotr@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1763,Biblioteca Pública Municipal Pío Baroja (arganzuela),"La Biblioteca Pío Baroja fue inaugurada el 11 de febrero de 1993. En realidad se trataba de un traslado de la Biblioteca de Arganzuela ubicada entonces en el edificio Casa del Reloj (antiguo pabellón central de Matadero) donde compartía espacio con el centro cultural. La construcción de un nuevo edificio coincidió con la ejecución de la operación urbanística Pasillo Verde Ferroviario. El edificio de la biblioteca está distribuido en tres plantas, dos de acceso público. En la primera planta, se encuentran la recepción, servicio de préstamo y sala infantil. La segunda planta es un semisótano donde se ubican la sala de lectura, las publicaciones periódicas y los puestos de consulta de Internet. El elemento mas llamativo del edificio es la claraboya que desde la cubierta crea un patio acristalado y suministra luz a la sala de lectura.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: Pirámides (línea 5). Cercanías Renfe: Pirámides (líneas C1 y C10),Superficie: 1.454 metros cuadrados  Puestos de lectura: 162   Puestos de Internet: 10,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=17f879262ef5d010VgnVCM1000000b205a0aRCRD,ARGANDA,CALLE,CALLE ARGANDA 12,NUM,12,,,,,MADRID,MADRID,28005,2,Acacias,acacias,2,Arganzuela,arganzuela,439967,4472399,40.40003652682007,-3.7074488154950584,91 474 16 03,,bppiobaroja@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1746,Biblioteca Pública Municipal San Blas (san Blas-canillejas),"La Biblioteca Pública Municipal San Blas se abrió al público el 10 de mayo de 1987 y al acto de inauguración acudió el entonces alcalde Juan Barranco. El espacio que ocupa actualmente fue un Seminario de Sacerdotes Migrantes, rehabilitado tras muchos años de abandono y un incendio que lo dejó en condiciones críticas. El Ayuntamiento lo reformó para instalar en él el Centro Cultural Antonio Machado, dentro del que se encuentra la biblioteca. El edificio tiene forma redonda y tres plantas y lo preside un busto del poeta Antonio Machado. La Biblioteca se sitúa en la segunda planta. El edificio también alberga la Escuela Municipal de Música Antonio Machado.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: Alsacia (línea 2),Superficie: 412 metros cuadrados  Puestos de lectura: 102  Puestos de Internet: 9  Sala polivalente 'Margarita Salas'.,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2e403d0b5e71c010VgnVCM1000000b205a0aRCRD,SAN ROMAN DEL VALLE,CALLE,CALLE SAN ROMAN DEL VALLE 8,NUM,8,,,,CENTRO CULTURAL ANTONIO MACHADO,MADRID,MADRID,28037,4,Arcos,arcos,20,San Blas-canillejas,san-blas-canillejas,447249,4474586,40.420231627534996,-3.6218113860909074,91 313 52 97,,bpsanblas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
11572165,Biblioteca Pública Municipal San Fermín (usera),"La Biblioteca Pública Municipal San Fermín abre sus puertas el 14 de marzo de 2022. La biblioteca del barrio de San Fermín, en el distrito de Usera, nace de un proceso participativo e innovador que recoge las ideas y deseos del vecindario y entidades asociativas que se sumaron al grupo de trabajo para contribuir al diseño y definición del equipamiento. En el este proceso participaron también distintos perfiles técnicos del Ayuntamiento. El 9 de agosto de 2022 se inauguraron los murales pintados por el artista Okuda San Miguel en su interior, que hablan de la historia del edificio y de cómo se ha logrado que el barrio de San Fermín cuente con este espacio. La construcción de la biblioteca es un proyecto financiado por el Programa Operativo FEDER de la Comunidad de Madrid 2014-2020.       Página en Facebook     Canal de WhatsApp","Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas.   Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas.   Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.","equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: San Fermín-Orcasur (línea 3),Superficie:  3.129 metros cuadrados  Puestos de lectura: 247  Puestos de Internet: 30  Puestos de la sala polivalente  : 64  Puestos de las salas de trabajo en grupo: 18 Aseo adaptado a personas ostomizadas,1,5,6,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=83e748aaf535e710VgnVCM1000001d4a900aRCRD,SAN FERMIN,AVENIDA,AVENIDA SAN FERMIN 10,V,10,,,,,MADRID,MADRID,28041,3,San Fermin,san-fermin,12,Usera,usera,441188,4469184,40.3711623444796,-3.692742821990015,91 480 47 25,,bpsanfermin@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1761,Biblioteca Pública Municipal Vallecas (puente De Vallecas),"El 13 de noviembre de 1933 se inauguró la biblioteca del pueblo de Vallecas, presidida por su alcalde Don Amós Acero Pérez. En 1937 fue cerrada debido a la Guerra Civil, abriéndose de nuevo en febrero de 1940. Pero poco a poco fue cayendo en un estado de abandono hasta que en 1976 se decidió su cierre para efectuar obras de remodelación. El 24 de abril de 1980, Enrique Tierno Galván reinauguró la biblioteca, abriéndose al público el 12 de mayo de ese mismo año. La Biblioteca de Vallecas siempre ha estado ubicada en un espacio independiente, el mismo desde 1933. Tras la reforma iniciada en 1978, ha habido otra en 1990. En esta última, se abrió una sala de lectura para adultos de 174,81 m&amp;sup2;, debido a la cesión de dos habitaciones del antiguo Juzgado de Vallecas.    Página en Facebook     Canal de WhatsApp",Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: Nueva Numancia (línea 1),Superficie: 367 metros cuadrados  Puestos de lectura: 100  Puestos de Internet: 5,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=11c03d0b5e71c010VgnVCM1000000b205a0aRCRD,PUERTO DEL MONASTERIO,CALLE,CALLE PUERTO DEL MONASTERIO 1,V,1,,,,,MADRID,MADRID,28053,2,San Diego,san-diego,13,Puente De Vallecas,puente-de-vallecas,443517,4471815,40.395023959810636,-3.665554302127492,91 588 60 51,,bpvallecas@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1747,Biblioteca Pública Municipal Vicálvaro,La Biblioteca Pública Municipal de Vicálvaro fue inaugurada el 23 de mayo de 1987.    Canal de WhatsApp,Apertura de lunes a viernes.  Horario: de 8:30 a 21 horas.  Verano (del 15 de junio al 15 de septiembre): de 8:30 a 20 horas.  Cerrado: festivos y los días 24 y 31 de diciembre.,"préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información.",true,true,Metro: Vicálvaro (línea 9) Cercanías Renfe: Vicálvaro (línea C2),Superficie: 547 metros cuadrados  Puestos de lectura: 94  Puestos de Internet: 10,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67e03d0b5e71c010VgnVCM1000000b205a0aRCRD,VILLARDONDIEGO,CALLE,CALLE VILLARDONDIEGO 36,NUM,36,,,,CENTRO CULTURAL EL MADROÑO,MADRID,MADRID,28032,,Casco Historico Vicalvaro,casco-historico-vicalvaro,,Vicalvaro,vicalvaro,448357,4472920,40.405283650744316,-3.6086278232922804,91 775 31 43,,bpvicalvaro@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
5768564,Biblioteca Pública Municipal Ángel González (latina),"La Biblioteca Pública Municipal Ángel González se inauguró el 26 de julio de 2010, contando con la presencia de, entre otros, el entonces Alcalde Alberto Ruiz-Gallardón, la Delegada del Área de Las Artes, Alicia Moreno, y la viuda del escritor, Susana Rivera.  El edificio es obra del arquitecto Carlos de Riaño, donde predomina el hormigón y el cristal. A pesar de estar junto a la A5, el aislamiento del entorno se consigue gracias a la utilización de grandes terrazas como elemento constructivo. Tiene su fachada principal orientada hacia la autovía de Extremadura en previsión del soterramiento de la autovía.    Página en Facebook     Canal de WhatsApp","Apertura de lunes a domingo.  Horario: de lunes a viernes de 8:30 a 21 horas; sábados y domingos de 8:30 a 15 horas.   Verano (del 15 de junio al 15 de septiembre): de lunes a viernes de 8:30 a 20 horas; sábados y domingos de 8:30 a 14 horas.   Cerrado: festivos, Semana Santa (de jueves a domingo), los dos últimos fines de semana de julio y los fines de semana de agosto, el 24 y 31 de diciembre.","equipos de autopréstamo. préstamo de libros, multimedia y revistas. servicio de acceso público a internet. zona wifi. información bibliográfica. animación a la lectura y formación de usuarios.   herramientas de apoyo a la accesibilidad:   silla de ruedas. préstamo de lupas línea guía y lupas tarjeta. préstamo en sala de telelupa. lector de pantalla nvda en los puestos de internet. bucle magnético en el mostrador de información y bucle magnético para actividades.",true,true,Metro: Campamento (línea 5),Superficie: 2.811 metros cuadrados  Puestos de lectura: 309  Puestos de Internet: 34   Puestos de la sala polivalente: 60  Puestos de la sala de actividades: 18,1,6,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ec750a2153ef9210VgnVCM2000000c205a0aRCRD,GRANJA DE TORREHERMOSA,CALLE,CALLE GRANJA DE TORREHERMOSA 1,V,1,,,,,MADRID,MADRID,28024,4,Aluche,aluche,10,Latina,latina,434954,4472113,40.397074625115906,-3.7664885474841556,91 512 35 42,,bpangelgonzalez@madrid.es,/contenido/entidadesYorganismos/BibliotecasPublicas
1798,Biblioteca Pública Pedro Salinas (centro),,"Apertura de lunes a viernes.  De lunes a viernes de 9 a 21 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: Sábado y domingos; 1 de enero; 6 de enero; 17 y 18 de abril; 1, 2 y 15 de mayo; 25 de julio;15 de agosto; 10 de noviembre; 8 de diciembre; 24, 25 y 31 de diciembre.",wifi gratuito.,false,true,Metro: Puerta Toledo (línea 5)  Cercanías: Embajadores (C5),"Lectura fácil, letra grande, audiodescripción.",1,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=67ed995a8bf5d010VgnVCM2000000c205a0aRCRD,PUERTA DE TOLEDO,GLORIETA,GLORIETA PUERTA DE TOLEDO 1,V,1,,,,,MADRID,MADRID,28005,2,Embajadores,embajadores,1,Centro,centro,439667,4473185,40.407095978373384,-3.7110439355238602,913 665 407,913 657 523,bib.centro@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas
66904,Biblioteca Pública Rafael Alberti (fuencarral - El Pardo),,"Apertura de lunes a sábado.  De lunes a viernes de 9 a 21 horas. Sábados de 9 a 14 horas. Todos los días los servicios de préstamo y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: sábados: 19 de abril, 3 de mayo y todos los sábados de julio, agosto y septiembre; 2 de noviembre; 7 de diciembre. Domingos: todos; Festivos: 1 de enero; 6 de enero:17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto; 1 y 10 de noviembre; 6 y 8 de diciembre; 24, 25 y 31  de diciembre.",wifi gratuito.,false,true,"Cercanías Renfe: Ramón y Cajal (líneas C3, C7, C8 y Regional)","Lectura fácil, letra grande, audiodescripción.",1,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=260e995a8bf5d010VgnVCM2000000c205a0aRCRD,SANGENJO,CALLE,CALLE SANGENJO 38,V,38,,,,,MADRID,MADRID,28034,5,La Paz,la-paz,8,Fuencarral-el Pardo,fuencarral-el-pardo,440796,4482140,40.48785071405995,-3.6985735344788924,917 319 552,,bib.fuencarral@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas
1777,Biblioteca Pública Ruiz Egea (chamberí),,"Apertura de lunes a viernes.  De lunes a viernes de 9 a 21 horas. Todos los días los servicios de lectura en sala y acceso a internet finalizarán 15 minutos antes del cierre.  Días de cierre: Sábados: todos. Domingos: todos. Festivos: 1 y 6 de enero; 17 y 18 de abril; 1, 2 y 15 mayo; 25 de julio;15 agosto; 10 de noviembre; 8, 24, 25 y 31 de diciembre.","especializada en cine, música y material audiovisual.",false,false,"Metro: Cuatro Caminos (líneas 1, 2 y 6)",,1,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b2413d0b5e71c010VgnVCM1000000b205a0aRCRD,RAIMUNDO FERNANDEZ VILLAVERDE,CALLE,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 6,V,6,,,,,MADRID,MADRID,28003,5,Rios Rosas,rios-rosas,7,Chamberi,chamberi,440394,4477564,40.44660265004691,-3.702878714068386,915 349 029,915 337 809,bib.ruizegea@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas
1765,Biblioteca Pública Del Estado Manuel Alvar  (salamanca),,Cerrada temporalmente.,wifi gratuito.,false,true,"Metro: Diego de León (líneas 4, 5 y 6), Cartagena (línea 7), Parque de las Avenidas (línea 7)","Lectura fácil, letra grande, audiodescripción.",1,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d51979262ef5d010VgnVCM1000000b205a0aRCRD,AZCONA,CALLE,CALLE AZCONA 42,V,42,,,,,MADRID,MADRID,28028,4,Guindalera,guindalera,4,Salamanca,salamanca,443260,4476188,40.4344013219248,-3.6689700985764175,917 263 701,913 555 425,bib.salamanca@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas
12734939,Centro Cultural Paco Rabal. Biblioteca Pública (puente De Vallecas),,Consulta el enlace.,wifi gratuito.,false,true,"Cercanías Renfe: líneas C1, C2 y C7.","Lectura fácil, letra grande, audiodescripción.",1,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=653645aab97d5910VgnVCM2000001f4a900aRCRD,FELIPE DE DIEGO,CALLE,CALLE FELIPE DE DIEGO 13,V,13,,,,,MADRID,MADRID,28018,3,Palomeras Bajas,palomeras-bajas,13,Puente De Vallecas,puente-de-vallecas,443880,4470084,40.379459109283275,-3.661114669233002,915 079 744,,bibliotecapacorabal@madrid.org,/contenido/entidadesYorganismos/BibliotecasPublicas
