<<<<<<< HEAD
Fecha;Hora;Día;Nº Incidencia;sitrem;Carretera;MC30;Calzada;Localización;Enlace;Tipo de accidente;Tipo de colisión;Nº Vehículos implicados;Nº Turismos;Nº Motocicletas;Nº vehículos pesados;H.L.;hl;hg;vm;Daños al mobiliario urbano;Circulación;Estado del Firme;Presencia Recursos Externos;Corte Carril;Vertido;Grúa usuario;Grúa Propia EMESA;Grúa Movilidad;Factores Atmosféricos;Visibilidad señalización;Señalización de Peligro;Visibilidad restringida por;Aceras;Árboles;Vehículos denominación;Descripción del accidente;Daños causados al viario;Materiales utilizados;Observaciones;;
15/02/2016;07:22;;20160215-0006;C-P-ACC-01;M30;08XL00;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;Si;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M-4;Accidente dos vehicuos en carril izquierdo.;;;corte carril: 07:12 a 07:31;;
15/02/2016;08:32;;20160215-010;T-E-ACC-01;M30;14XL99;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;;;Si;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;COLISION POR ALCANCE 2 VEHICULOS. USUARIA TRASLADADA POR SAMUR PARA VALORACION Y SU VEHICULO RETIRADO POR MOVILIDAD. EL OTRO SALE POR SUS MEDIOS;;;;;
15/02/2016;08:48;;20160215-0011;C-P-ACC-01;M30;07XL80;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-2/M-1;Accidente en carril izq. Policía los pasa al arcén drch.;;;;;
15/02/2016;09:25;;20160215-0013;C-P-ACC-01;M30;08XL50;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;M-4;Accidente 3 vehiculos por alcance, sin heridos;;;;;
15/02/2016;14:58;;20160215-0025;C-P-ACC-01;M30;06RM10;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión lateral entre vehiculos, sin heridos ni daños, carril derecho. A mi llegada al punto solo hay 1 vehiculo, corto carril derecho, hasta retirada de este por sus medios, una vez su asistencia cambia rueda.;;;corte carril :14:59 a 15:31;;
15/02/2016;18:02;;20160215-0030; C-E-ACC-01;M30;12RL60;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;1;;1;1;;;No;Fluida;Seco y Limpio;P. Municipal y SAMUR;SI;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión alcance moto, coche, carril derecho, con heridos sin daños, se corta 1/2 carril derecho, hasta retirada de vehiculos. Samur atiende a usuario vehiculo 2 y traslada a 12 de octubre leve. Vehiculo 1 por sus medios, vehiculo 2 grua usuario.;;;corte carril 18:11 a 18:42;;
15/02/2016;21:25;;20160215-0040;C-P-ACC-01;M30;30XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Colisión por alcance en el carril derecho;;;Corte carril derecho 21:28 a 22:17;;
16/02/2016;07:57;;20160216-0003; C-E-ACC-01;M30;03XC40;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;4;4;;;;2;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M1 / V1 / V2 / M2;Accidente por alcance en arcén derecho.Sin daños al patrimonio;;;Corte carril derecho 18:31 a 19:16.;;
16/02/2016;08:20;;20160216-0005;C-P-ACC-01;M30;07XL00;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente (de chapa) en carril izquierdo pero policía a pasa al arcén derecho.Señalizo.;;;Corte carril derecho 07:43 a 08:15;;
16/02/2016;18:23;;20160216-0024;C-P-ACC-01;M30;00XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Aviso:Colisión de vehículos en margen derecho.;;;;;
17/02/2016;07:43;;20160217-0003;C-P-ACC-01;M30;32RJ20;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1/M4;Colisión de 2 vehículos en carril derecho;;;;;
17/02/2016;09:22;;20160217-0012;;M30;10NL70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;1;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión de 2 vehículos en carril derecho.;;;Corte carril derecho 09:25 a 10:10;;
17/02/2016;09:29;;20160217-0014;C-P-ACC-01;M30;02NL40;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;No;;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M1;Alcance entre 2 vehículos en arcén derecho;;;;;
17/02/2016;09:43;;20160217-0015;;M30;10NL00;INTERIOR;Tronco;Superficie;Salida de vía;;1;;1;;;1;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;;;;;Si;Buen Tiempo;Buena;;Sin Restricción;;;M1;Caída de motorista en carril derecho.Trasladado al 12 de Octubre.;;;;;
17/02/2016;18:21;;20160217-0035;;M30;09NL00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;Si;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión alcance sin heridos ni daños. Carril izquierdo se corta carril izquierdo hasta la retirada de estos por sus medios,una vez terminan parte amistoso.;;;;;
17/02/2016;19:37;;20160217-039;T-P-ACC-01;M30;17NC27;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Alcance entre vehículos, acudimos con c-13 y c-10, 2 vehículos salen por sus medios y el tercero lo retira su seguro;;;;;
17/02/2016;19:47;;20160217-0042;C-P-ACC-01;M30;03NL20;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;No;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V1;Colisión alcance sin heridos ni daños. Carril izquierdo se corta carril izquierdo hasta la retirada de estos por sus medios,una vez terminan parte amistoso.;;;;;
18/02/2016;08:33;;20160218-0007; C-E-ACC-01;M30;08RM40;EXTERIOR;Ramal;Superficie;Salida de vía;;1;;1;;;0;;;No;Densa;Seco y Limpio;P. Municipal;;;;;Si;Buen Tiempo;Buena;;Sin Restricción;;;M1;Caída de motorista sin contrario.Es trasladadon al Hospital Gregorio Marañon de carácter leve.;;;;;
18/02/2016;09:10;;20160218-0008;C-P-ACC-01;M30;10NL60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;4;4;;;;0;;;;Densa;Seco y Limpio;P. Municipal;;;;;;Buen Tiempo;Buena;;Sin Restricción;;;M4;Accidente por alcance de 4 vehículos.Policía los saca de la M-30 a Méndez Álvaro.;;;;;
18/02/2016;09:15;;20160218-0009;C-P-ACC-01;M30;19NC60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Densa;Seco y Limpio;P. Municipal;;No;;;;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente de (chapa) en carril derecho con policía los pasamos al arcén señalizar (toman datos y se marchan).;;;;;
18/02/2016;09:44;;20160218-0011;C-P-ACC-01;M30;31XC60;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance en el carril izquierdo, cuando llega el vigilante solo se encuentra en el punto Policía Municipal y 1 vehículo implicado parado en el arcén derecho hasta que es retirado por su grúa. Sin heridos ni daños al patrimonio.;;;;;
18/02/2016;11:01;;20160218-0014;C-P-ACC-01;M30;12RL20;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Mojado;;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo hasta que se trasladan al arcén derecho. Sin heridos ni daños al patrimonio. Ambos vehículos se retiran por sus medios.;;;Cortado el carril izquierdo desde las 11:02 h hasta las 11:05 h;;
18/02/2016;14:20;;20160218-0022; C-E-ACC-01;M30;28XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;2;;;No;Densa;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo señalizado por Policía Municipal. 2 heridos trasladados al Hospital la Paz con pronostico reservado.;;;Cortado el carril izquierdo desde las 14:15 h hasta las 15:55 h;;
18/02/2016;15:00;;20160218-0024; C-E-ACC-01;M30;32RJ20;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;2;;;2;3;;;No;Congestionada;Mojado;P. Municipal y SAMUR;Si;No;Si;No;No;Lluvia;Buena;;Sin Restricción;;;M3;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo con 2 heridos leves dados de alta en el punto. 1 vehículo retirado por su grúa del seguro.;;;Cortado el carril izquierdo desde las 15:00 h hasta las 16:20 h;;
18/02/2016;16:58;;20160218-0028;C-P-ACC-01;M30;12RL20;EXTERIOR;Ramal;Superficie;Salida de vía;;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente de 1 vehículo por salida de vía que se retira del punto por sus medios. Sin heridos ni daños al patrimonio.;;;;;
18/02/2016;17:10;;20160218-0029;C-P-ACC-01;M30;00XC30;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente entre 2 vehículos por alcance, uno de los vehículos implicados se dio a la fuga. Sin heridos ni daños al patrimonio.;;;;;
18/02/2016;19:20;;20160218-0035;C-P-ACC-01;M30;01XL50;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3;Accidente entre 2 vehículos por alcance ocupando el carril derecho. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 19:20 h hasta las 19:43 h;;
18/02/2016;22:01;;20160218-0041; C-E-ACC-01;M30;29NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Lateral;2;1;1;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Accidente por alcance lateral entre un motorista y un turismo que se dio a la fuga según informa la Policía Municipal. Dicho motorista resulta herido leve, se corta el carril izquierdo en el PK 29+450 y el carril derecho en el PK 29+500.;;;Cortes de carriles realizados desde las 22:02 h hasta las 23:25 h;;
19/02/2016;02:52;;20160219-0002;C-P-ACC-01;M30;12NL10;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1 / V2;Accidente de un vehículo por salida de vía hacia el lado derecho causando daños al patrimonio. Se cortan 2 carriles derechos y se recogen los restos.;6 Barreras, 6 CPN y 5 Separadores de barreras;;Cortados 2 carriles derechos desde las 03:01 h hasta las 04:10 h;;
19/02/2016;08:47;;20160219-008;T-P-ACC-01;M30;15XL60;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;;;;;;;;;;;;;;;AIAM Calderón;AVISO COLISION DOS VEHICULOS POR ALCANCE. REANUDAN LA MARCHA. SE ANULA INCIDENCIA ANTES DE SALIR DE BASE;;;;;
19/02/2016;09:02;;20160219-0010;;M30;10NL60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Accidente entre 2 vehículos por alcance ocupando el carril derecho que son sacados fuera de zona por el vigilante para la toma de datos, ambos vehículos reanudan la marcha por sus medios.;;;Cortado el carril derecho desde las 09:02 h hasta las 09:10 h;;
19/02/2016;10:15;;20160219-0015;;M30;32RJ40;EXTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre 2 vehículos por alcance ocupando el carril izquierdo señalizados junto con Policía Municipal.;;Sepiolita gruesa y 2 bolsas;Cortado el carril izquierdo desde las 10:16 h hasta las 10:32 h;;
19/02/2016;10:36;;20160219-0018;C-P-ACC-01;M30;08NL60;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M1;Accidente entre 2 vehículos por alcance lateral ocupando el carril izquierdo. Sin heridos ni daños al patrimonio.;;;Cortado el carril izquierdo desde las 10:48 h hasta las 11:07 h;;
19/02/2016;13:35;;20160219-0021;C-P-ACC-01;M30;06XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Accidente entre un turismo y un motorista ocupando el carril central y que son trasladados al carril derecho por Policía Municipal y el vigilante. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 13:50 h hasta las 14:30 h;;
19/02/2016;14:20;;20160219-0023;C-P-ACC-01;M30;09CT10;EXTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-3;Accidente en arcén derecho sin heridos, los vehículos se reteriran  por sus medios.;;;;;
19/02/2016;14:23;;20160219-0024; C-E-ACC-01;M30;11XL20;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión alcance lateral carril izquierdo, policía para tráfico y pasa vehículo al arcén derecho, corto 1/4 carril  hasta terminar estos por sus medios, una vez hacen parte amistoso.;;;;;
19/02/2016;15:40;;20160219-0027;C-P-ACC-01;M30;08NL30;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;4;4;;;1;1;;;No;Densa;Seco y Limpio;P. Municipal y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión por alcance con heridos y sin daños carril central, a mi llegada policía municipal y nacional están pasando vehículos al carril derecho, corto carril derecho hasta que Samur atiende a usuario y lo traslada al gregorio marañón, vehículo 1 y 4 grúas seguro y vehículo 2 y 3 por sus medios.;;;;;
19/02/2016;17:14;;20160219-0033;C-P-ACC-01;M30;07NL20;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Colisión por alcance carril izquierdo sin heridos ni daños, a mi llegada policía saca los vehículos a M23,se corta1/4 de carril  hasta retirada de estos por sus medios, una vez toman datos.;;;;;
19/02/2016;17:29;;20160219-0034; C-E-ACC-01;M30;00XC50;EXTERIOR;Tronco;superficie;Colisión de vehículos;;;;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;;;;;;Buen Tiempo;Buena;;Sin Restricción;;;V-2;AVISO DE ACCIDENTE, AL LLEGAR POLICIA NOS DICE Q ME RETIRE;;;;;
19/02/2016;17:59;;20160219-0036;C-P-ACC-01;M30;12NL30;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 2 vehículos por alcance ocupando el carril derecho hasta que la Policía Municipal traslada dichos vehículos al arcen derecho quedando cortado 1/4 de carril. Uno de los vehículos implicados se retira por sus medios y el otro en su grúa.;;;Cortado el carril derecho desde las 18:00 h hasta las 18:42 h;;
19/02/2016;19:46;;20160219-038;T-P-ACC-01;M30;14RR07;EXTERIOR;Ramal;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;;;;Si;;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;alcance entre dos vehículos no cortamos carril no samur sacamos vehículo dos a la calle Alejandro López policía municipal se queda en isleta con vehículo 1;;;;;
20/02/2016;07:30;;20160220-0005;C-P-ACC-01;M30;32RJ40;EXTERIOR;Ramal;Superficie;Salida de vía;Frontal;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / V-2;Accidente de 1 vehículo por salida de vía ocupando el carril derecho. Sin heridos ni daños al patrimonio.;;Sepiolita gruesa y desengrasante;Cortado carril desde las 07:30 h hasta las 09:00 h;;
20/02/2016;11:19;;20160220-010;T-E-ACC-01;M30;16XC56;EXTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;4;3;;1;;2;;;No;Fluida;;P. Municipal y SAMUR;;;Si;Si;Si;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;Accidente de vehículos:señalizamos con bul c-15 tres de los pasajeros son trasladados al hospital sin pronostico, sacamos uno de los vehículos, el resto los retiran sus grúas y la grúa de movilidad;;;;;
20/02/2016;19:50;;20160220-0018;C-P-ACC-01;M30;12RA00;INTERIOR;Ramal;Superficie;Colisión de vehículos;Por alcance;2;1;;1;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre un turismo y un autobus por alcance ocupando el lado derecho del ramal 12RA ocupando parte del carril. Sin heridos ni daños al patrimonio.;;;Cortado parte del carril del ramal 12RA desde las 19:50 h hasta las 20:15 h;;
21/02/2016;06:04;;20160221-003;T-P-ACC-01;M30;17XC25;EXTERIOR;Tronco;Túnel;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;P. Municipal;Si;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Portugal;SALIDA DE VIA 18RH. DAÑOS EN BORDILLO Y 2 FOCOS EMERGENCIA HASTIAL IZQ. CORTAMOS CARRILS. SACAMOS AL EXTERIOR EL VEHICULO. EL RELEVO LIMPIA CRISTALESEN CALZADA. CORTE DESDE 7:59 A 8:15;;;;;
21/02/2016;06:27;;20160221-0004;C-P-ACC-01;M30;31RJ30;EXTERIOR;Ramal;Superficie;Salida de vía;Contra mediana;1;1;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente de 1 vehículo por salida de vía ocupando el carril derecho. Sin heridos ni daños al patrimonio.;;;Cortado el carril derecho desde las 06:29 h hasta las 07:00 h;;
21/02/2016;17:45;;20160221-0012;C-P-ACC-01;M11;32RE50;SALIDA;Ramal;Superficie;Salida de vía;Lateral;1;1;;;;0;;;Si;Fluida;Seco y Limpio;G. Civil;No;No;;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Aviso de accidente, cuando llega el vigilante no hay ningún vehículo en el punto pero observa daños al patrimonio y desde Movilidad informan que dicho accidente fue atendido por la Guardia Civil.;2 Barreras y 2 CPN + separadores;;;;
21/02/2016;20:50;;20160221-0013;C-P-ACC-01;M30;11NL40;INTERIOR;Tronco;Superficie;Salida de vía;;1;1;;;;0;;;Si;Densa;Seco y Limpio;P. Municipal y Bomberos;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / V-2 / F-54;Accidente de 1 vehículo por salida de vía que produce daños al patrimonio en el lado derecho. La Policía Municipal activa a Bomberos para comprobar el estado del baculo de la farola dañada.;2 Barreras, 1 CPN y 1 Baculo completo de farola;;Cortado el carril derecho desde las 20:57 h hasta las 22:50 h;;
22/02/2016;01:36;;20160222-0004;;M30;02NL60;INTERIOR;VS;Superficie;Salida de vía;;1;1;;;;0;;;Si;Fluida;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1 / V-2;Accidente con daños sin controlar en el lado derecho.;3 Barreras, 2 CPN y 2 Separadores;;;;
22/02/2016;19:28;;20160222-025;T-P-ACC-01;M30;14VE10;INTERIOR;VS;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Valencia;Alcance entre dos vehículos sin heridos uno abandona por sus medios y el otro (skoda) lo cargamos con f13 y sacamos al exterior;;;;;
22/02/2016;19:45;;20160222-0026; C-E-ACC-01;M30;00NC30;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;1;1;;;0;;;No;Fluida;Seco y Limpio;;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente entre 2 vehículos por alcance ocupando el carril derecho. Sin heridos ni daños al patrimonio.;;;;;
22/02/2016;20:05;;20160222-0028;C-P-ACC-01;M30;02NC70;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-2;Accidente entre 3 vehículos por alcance ocupando el carril central y trasladados al arcén derecho hasta sus retiradas en grúa. Sin heridos ni daños al patrimonio.;;;;;
22/02/2016;20:10;;20160222-0029;C-P-ACC-01;M30;01XC50;EXTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;;No;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Aviso de Centro de Control de colisión de vehículos por alcance en arcén derecho hasta retirada deestos por grúa propia.;;;;;
22/02/2016;20:20;;20160222-0030;C-P-ACC-01;M30;12NL60;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;No;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en arcén derecho sin heridos.;;;;;
23/02/2016;07:53;;20160223-0005;C-P-ACC-01;M30;04NL00;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;5;5;;;1;2;;;No;Congestionada;Seco y Limpio;P. Municipal y SAMUR;Si;Si;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-1;Accidente en carril central y derecho, un herido trasladado leve(vehículo 4);;;;;
23/02/2016;08:13;;20160223-007;T-P-ACC-01;M30;15NC91;INTERIOR;Tronco;Túnel;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;;;;;;;Buen Tiempo;Buena;;Sin Restricción;;;;PEQUEÑO ALCANCE ENTRE DOS VEHICULOS, SALEN POR SUS MEDIOS;;;;;
23/02/2016;08:25;;20160223-0008;C-P-ACC-01;M607;11OL70;SALIDA;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Congestionada;Seco y Limpio;G. Civil y SAMUR;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V-2;Alcance entre vehículos en carril izquierdo.;;;;;
23/02/2016;08:37;;20160223-0009;C-P-ACC-01;M30;28NC00;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M-1;Accidente por alcance en carril izquierdo, sin daños ni heridos.;;;;;
23/02/2016;15:45;;20160223-0021;C-P-ACC-01;M30;01NC00;INTERIOR;Tronco;superficie;Colisión de vehículos;Lateral;2;1;;1;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;Si;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente sin heridos en el carril derecho;;;;;
24/02/2016;08:00;;20160224-0003;C-P-ACC-01;M30;08NC60;INTERIOR;Tronco;superficie;Colisión de vehículos;Mediana;1;1;;;;0;;;No;Fluida;Seco y Limpio;;Si;;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V1;Vehículo parado en arcen izquierdo, colisona contra mediana corto parte del carril. Sin daños, ni heridos.;;;;;
24/02/2016;09:30;;20160224-0007;C-P-ACC-01;M30;19NC40;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Congestionada;Seco y Limpio;P. Municipal;Si;No;Si;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Alcance entre vehículos en carril izquierdo.Con ayuda de policía se llevan al arcén derecho.;;;Corte 09:30 a 09:40 carril izq;;
24/02/2016;10:45;;20160224-0012;C-P-ACC-01;M30;28NC50;INTERIOR;Tronco;Superficie;Colisión de vehículos;Por alcance;2;2;;;;0;;;No;Densa;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;V2;Alcance entre vehículos en carril central.Policía lo saca afuera.;;;Corte 10:50 a 10:55;;
24/02/2016;15:36;;20160224-019;T-E-ACC-01;M30;14VE20;INTERIOR;VS;Túnel;Colisión de vehículos;Por alcance;3;3;;;1;2;;;Si;Densa;Seco y Limpio;P. Municipal y SAMUR;;;No;Si;No;Buen Tiempo;Buena;;Sin Restricción;;;AIAM Calderón;Accidente lateral entre 3 vehiculos, el que lo provoca se da a la fuga, los cargamos con C-10 y F-13 y los sacamos al exterior.;;;;;
24/02/2016;15:50;;20160224-0020;C-P-ACC-01;M30;08NL30;INTERIOR;VS;Superficie;Colisión de vehículos;Por alcance;3;3;;;;0;;;No;Fluida;Seco y Limpio;P. Municipal;Si;No;No;No;No;Buen Tiempo;Buena;;Sin Restricción;;;M3/V1;Accidente en carril derecho.Sin heridos.Los vehículos se retiran por sus medios.;;;Corte 15:50 a 16:00;;
