FDIA;FEST;FSEN;HOR1;HOR2;HOR3;HOR4;HOR5;HOR6;HOR7;HOR8;HOR9;HOR10;HOR11;HOR12;
29/03/2025;ES59;2=;195;148;140;132;147;149;159;153;134;162;93;78;
29/03/2025;ES60;1-;81;79;55;51;42;72;118;189;307;412;450;460;
29/03/2025;ES60;1=;414;351;225;270;320;415;393;346;231;171;177;128;
29/03/2025;ES60;2-;110;77;73;49;47;65;84;160;239;351;428;481;
29/03/2025;ES60;2=;513;421;312;294;350;400;423;489;374;260;235;194;
30/03/2025;ES01;1-;745;528;614;479;158;58;36;17;8;9;4;196;
30/03/2025;ES01;1=;617;713;581;923;1035;918;1105;1040;857;825;673;450;
30/03/2025;ES01;2-;800;564;591;376;305;216;177;101;14;18;4;286;
30/03/2025;ES01;2=;811;959;745;831;921;909;806;802;607;461;344;292;
30/03/2025;ES02;1-;372;389;0;324;302;310;259;179;139;184;235;375;
30/03/2025;ES02;1=;388;398;440;411;404;394;437;410;403;387;353;294;
30/03/2025;ES02;2-;1203;1000;0;827;585;568;527;471;484;530;726;851;
30/03/2025;ES02;2=;1013;993;1118;1102;1132;1054;1110;1162;1118;1125;963;742;
30/03/2025;ES03;1-;598;385;310;312;249;219;206;337;385;461;717;1088;
30/03/2025;ES03;1=;1138;1281;1440;879;948;1109;1122;1273;1099;1102;651;378;
30/03/2025;ES03;2-;463;295;160;190;136;125;117;127;204;225;325;419;
30/03/2025;ES03;2=;544;737;985;657;506;691;727;994;785;764;479;273;
30/03/2025;ES04;1-;457;441;310;232;173;183;156;172;271;282;402;515;
30/03/2025;ES04;1=;627;902;993;561;566;760;909;918;887;697;432;283;
30/03/2025;ES04;2-;306;196;143;111;111;98;94;108;137;252;381;670;
30/03/2025;ES04;2=;656;673;572;313;339;453;397;414;445;407;237;183;
30/03/2025;ES05;1-;2517;1769;1310;1468;1268;1021;1008;959;676;794;1096;1309;
30/03/2025;ES05;1=;1553;1599;1936;1635;1615;1848;1963;2003;1982;1888;1762;1542;
30/03/2025;ES05;2-;757;525;340;406;380;351;485;417;643;681;855;1083;
30/03/2025;ES05;2=;1241;1237;1287;1056;1072;1241;1128;1345;1296;1296;978;701;
30/03/2025;ES06;1-;116;108;86;73;52;62;114;113;157;276;392;427;
30/03/2025;ES06;1=;529;530;334;379;415;463;474;467;353;247;140;87;
30/03/2025;ES06;2-;139;96;111;68;51;56;78;142;174;302;391;428;
30/03/2025;ES06;2=;537;448;289;296;370;389;410;392;299;209;118;62;
30/03/2025;ES07;1-;1603;1067;800;841;595;505;596;632;737;904;1361;2253;
30/03/2025;ES07;1=;2719;2653;2472;1839;1793;2088;2120;2055;2089;2137;1493;643;
30/03/2025;ES07;2-;947;695;240;446;366;391;650;716;764;895;1275;1574;
30/03/2025;ES07;2=;1678;1970;1884;1315;1479;1912;2030;2165;2055;1619;1044;554;
30/03/2025;ES08;1-;790;833;849;731;684;706;558;479;510;493;572;692;
30/03/2025;ES08;1=;725;668;680;679;748;778;789;725;706;702;667;585;
30/03/2025;ES08;2-;797;769;0;789;727;730;610;506;499;528;659;792;
30/03/2025;ES08;2=;839;715;791;830;849;918;851;912;793;819;759;710;
30/03/2025;ES09;1-;734;679;610;623;552;547;486;421;376;511;603;734;
30/03/2025;ES09;1=;794;699;699;749;609;671;642;672;597;585;562;468;
30/03/2025;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES10;2-;303;256;202;144;155;138;167;195;226;321;338;447;
30/03/2025;ES10;2=;465;541;520;453;417;429;510;465;468;477;381;270;
30/03/2025;ES11;1-;1427;1098;643;395;390;304;389;776;978;1312;1868;2615;
30/03/2025;ES11;1=;3201;3661;3893;3536;2175;2493;3195;3226;3332;3011;2777;1879;
30/03/2025;ES11;2-;2015;1341;814;489;571;384;364;592;709;1103;1439;2254;
30/03/2025;ES11;2=;3191;3937;4446;4205;3078;3214;4144;4673;4688;4129;3731;2284;
30/03/2025;ES12;1-;1354;1380;1191;1005;802;797;678;728;439;583;1040;1507;
30/03/2025;ES12;1=;1754;1881;1582;1683;1796;1790;1814;1772;1687;1406;1194;608;
30/03/2025;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES13;1-;875;816;721;536;620;460;336;145;68;114;124;454;
30/03/2025;ES13;1=;860;855;646;760;848;966;938;979;772;599;476;280;
30/03/2025;ES13;2-;1040;1092;890;729;625;521;408;182;63;97;143;395;
30/03/2025;ES13;2=;978;1105;929;1047;1094;1145;1098;1082;980;746;596;426;
30/03/2025;ES14;1-;123;72;110;64;62;57;40;54;90;132;172;213;
30/03/2025;ES14;1=;228;217;160;164;196;194;177;182;134;132;78;62;
30/03/2025;ES14;2-;71;48;61;29;32;32;21;59;74;109;151;209;
30/03/2025;ES14;2=;217;226;149;117;160;141;165;155;122;81;62;37;
30/03/2025;ES15;1-;205;276;155;108;104;121;146;153;249;365;491;401;
30/03/2025;ES15;1=;509;526;299;374;438;451;425;392;423;277;206;110;
30/03/2025;ES15;2-;116;60;85;40;50;42;66;91;117;206;300;310;
30/03/2025;ES15;2=;472;514;279;341;423;503;483;458;425;250;133;65;
30/03/2025;ES16;1-;857;948;766;619;554;469;342;326;408;725;852;1060;
30/03/2025;ES16;1=;1238;1104;841;960;1117;1111;1099;1067;927;728;583;347;
30/03/2025;ES16;2-;478;336;335;248;176;222;209;323;369;408;511;634;
30/03/2025;ES16;2=;874;919;580;640;745;812;839;868;693;419;296;189;
30/03/2025;ES17;1-;1204;948;899;694;610;646;638;808;835;1110;1643;2510;
30/03/2025;ES17;1=;3223;3549;2576;2654;3311;3665;3327;3417;3097;2088;1835;1166;
30/03/2025;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES18;1-;241;216;183;182;118;116;85;159;200;314;509;580;
30/03/2025;ES18;1=;639;589;328;397;506;517;473;472;329;214;143;86;
30/03/2025;ES18;2-;434;372;334;229;163;143;82;129;181;261;362;597;
30/03/2025;ES18;2=;692;707;505;617;684;730;664;626;552;437;289;189;
30/03/2025;ES19;1-;517;444;493;475;343;321;297;376;528;676;991;888;
30/03/2025;ES19;1=;901;756;607;621;704;724;753;723;566;459;386;288;
30/03/2025;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES20;1-;5750;4812;2930;2037;1533;1389;1436;2288;2151;2817;3866;5390;
30/03/2025;ES20;1=;4694;6643;4026;4288;3451;3479;4146;4363;4367;4521;3996;2934;
30/03/2025;ES20;2-;4923;3647;2415;1549;1243;1218;1716;2847;3082;3383;4514;5831;
30/03/2025;ES20;2=;7581;8691;9999;9350;6656;7563;9171;9181;9297;9094;7089;4981;
30/03/2025;ES21;1-;215;192;139;111;121;90;80;140;226;328;405;487;
30/03/2025;ES21;1=;552;521;294;298;371;282;418;406;377;265;191;96;
30/03/2025;ES21;2-;332;228;239;199;181;160;179;271;366;555;840;942;
30/03/2025;ES21;2=;1105;1040;570;639;875;845;930;971;711;399;273;134;
30/03/2025;ES22;1-;631;570;452;374;357;369;404;347;372;474;537;759;
30/03/2025;ES22;1=;873;963;986;758;837;858;904;955;904;856;588;401;
30/03/2025;ES22;2-;744;598;526;423;382;357;372;347;333;443;675;913;
30/03/2025;ES22;2=;1037;1001;955;764;696;858;812;890;857;769;737;528;
30/03/2025;ES23;1-;1136;1193;0;1055;964;879;818;655;665;140;45;20;
30/03/2025;ES23;1=;16;53;61;28;738;1284;1343;1371;1351;1180;1163;928;
30/03/2025;ES23;2-;2144;1962;1679;1404;1279;1089;993;812;579;683;846;1088;
30/03/2025;ES23;2=;1319;1400;1628;1551;1547;1651;1688;1805;1611;1677;1389;1274;
30/03/2025;ES24;1-;526;426;295;231;164;190;223;190;178;256;311;552;
30/03/2025;ES24;1=;746;730;602;498;539;561;505;575;537;577;427;330;
30/03/2025;ES24;2-;393;360;293;302;277;231;177;157;200;289;495;632;
30/03/2025;ES24;2=;739;736;580;508;404;486;449;412;437;385;315;205;
30/03/2025;ES25;1-;160;162;216;177;189;137;123;124;115;124;141;150;
30/03/2025;ES25;1=;174;150;129;137;140;149;156;120;138;161;156;129;
30/03/2025;ES25;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES25;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES26;1-;332;239;280;234;196;218;180;146;102;135;164;187;
30/03/2025;ES26;1=;216;261;212;228;237;250;233;185;257;241;223;199;
30/03/2025;ES26;2-;336;308;290;282;234;209;195;170;181;184;209;295;
30/03/2025;ES26;2=;291;296;298;292;313;308;294;253;292;310;291;278;
30/03/2025;ES27;1-;2641;2288;1877;1419;1362;1253;1469;1543;1360;1870;2241;2789;
30/03/2025;ES27;1=;3254;3028;2833;2710;2537;2394;2531;2451;2329;2263;1997;1735;
30/03/2025;ES27;2-;912;924;822;786;668;604;591;621;653;824;1094;1053;
30/03/2025;ES27;2=;877;1137;1075;1054;1149;999;1058;972;858;749;656;406;
30/03/2025;ES28;1-;197;180;142;106;105;124;152;167;270;355;468;561;
30/03/2025;ES28;1=;595;565;411;439;543;470;528;517;488;371;272;139;
30/03/2025;ES28;2-;261;228;219;177;209;242;240;287;354;444;554;608;
30/03/2025;ES28;2=;748;740;506;531;623;669;797;703;655;482;391;180;
30/03/2025;ES29;1-;1333;1002;800;691;628;757;955;840;794;1401;1643;2025;
30/03/2025;ES29;1=;2315;2385;2346;2071;1946;1789;1811;1995;2053;1560;1315;1021;
30/03/2025;ES29;2-;1230;830;659;590;552;507;760;643;783;882;1090;1301;
30/03/2025;ES29;2=;1467;1330;1276;1141;1207;1450;1474;1532;1491;1320;1357;1011;
30/03/2025;ES30;1-;277;205;177;133;119;126;118;111;103;162;221;325;
30/03/2025;ES30;1=;414;398;423;306;288;357;333;335;380;364;316;243;
30/03/2025;ES30;2-;429;365;340;347;330;241;228;225;266;353;533;698;
30/03/2025;ES30;2=;853;835;719;498;431;514;521;669;604;572;437;313;
30/03/2025;ES31;1-;120;95;60;41;39;38;53;45;65;88;163;254;
30/03/2025;ES31;1=;215;300;301;151;180;224;191;190;195;151;94;75;
30/03/2025;ES31;2-;84;54;65;44;42;23;50;54;76;102;129;198;
30/03/2025;ES31;2=;238;322;281;157;128;231;214;204;179;148;75;58;
30/03/2025;ES32;1-;413;419;0;367;301;276;213;307;341;350;590;737;
30/03/2025;ES32;1=;708;694;626;493;390;513;569;618;535;519;409;313;
30/03/2025;ES32;2-;437;435;0;303;218;180;175;151;145;188;272;339;
30/03/2025;ES32;2=;408;481;520;429;425;394;365;382;379;405;333;322;
30/03/2025;ES33;1-;417;235;143;101;78;112;164;227;284;431;647;830;
30/03/2025;ES33;1=;1010;1064;1198;756;744;920;1071;1079;1162;986;566;403;
30/03/2025;ES33;2-;302;191;99;69;57;49;97;103;152;267;458;618;
30/03/2025;ES33;2=;636;712;762;487;476;613;620;636;668;561;366;237;
30/03/2025;ES34;1-;231;343;261;282;202;242;130;150;189;202;289;340;
30/03/2025;ES34;1=;333;183;261;261;244;288;240;283;269;233;192;178;
30/03/2025;ES34;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES34;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES36;1-;711;564;519;451;374;344;244;67;17;96;305;638;
30/03/2025;ES36;1=;970;1046;796;1007;1104;847;1056;963;844;662;509;299;
30/03/2025;ES36;2-;547;336;361;278;238;222;213;132;11;155;515;783;
30/03/2025;ES36;2=;1172;1177;733;862;1064;1063;1292;1129;821;575;404;244;
30/03/2025;ES37;1-;514;492;407;269;264;265;232;248;262;542;797;929;
30/03/2025;ES37;1=;1121;1008;747;877;1002;727;996;892;782;553;419;259;
30/03/2025;ES37;2-;437;264;306;223;216;255;291;389;498;729;1013;1177;
30/03/2025;ES37;2=;1446;1297;761;879;1055;1037;1248;1246;1031;620;411;197;
30/03/2025;ES38;1-;144;89;47;19;32;24;31;65;125;190;276;373;
30/03/2025;ES38;1=;194;662;200;508;97;122;141;561;158;510;412;39;
30/03/2025;ES38;2-;114;55;36;27;25;28;47;71;114;125;238;325;
30/03/2025;ES38;2=;331;448;353;216;257;249;334;343;306;256;149;70;
30/03/2025;ES39;1-;830;696;402;227;185;217;218;270;392;493;677;1005;
30/03/2025;ES39;1=;1258;1545;2086;2080;1218;1351;1815;1937;1701;1778;1667;944;
30/03/2025;ES39;2-;644;568;402;225;207;169;146;253;316;553;841;1151;
30/03/2025;ES39;2=;1368;1617;1970;1662;985;1183;1384;1500;1479;1475;1189;762;
30/03/2025;ES40;1-;600;492;474;302;258;288;274;406;696;1067;1406;1149;
30/03/2025;ES40;1=;1457;1381;1004;997;1315;1192;1365;1236;1078;718;467;270;
30/03/2025;ES40;2-;704;732;565;445;339;385;347;570;869;1253;1882;1115;
30/03/2025;ES40;2=;1595;1322;850;1057;1174;1015;1263;1237;1234;868;628;344;
30/03/2025;ES41;1-;430;336;419;322;300;290;293;435;647;872;952;964;
30/03/2025;ES41;1=;993;929;717;643;859;711;841;884;839;690;461;283;
30/03/2025;ES41;2-;301;216;243;177;170;185;189;397;574;672;688;776;
30/03/2025;ES41;2=;874;899;692;630;760;766;866;889;807;648;429;240;
30/03/2025;ES42;1-;297;192;241;172;142;159;84;85;116;199;260;293;
30/03/2025;ES42;1=;284;348;237;296;301;270;330;314;298;230;162;113;
30/03/2025;ES42;2-;205;108;172;107;100;98;68;243;207;322;516;363;
30/03/2025;ES42;2=;335;362;251;249;282;278;339;337;315;222;134;87;
30/03/2025;ES43;1-;191;173;170;136;158;144;177;179;210;265;358;479;
30/03/2025;ES43;1=;473;491;486;358;350;429;415;515;451;435;336;194;
30/03/2025;ES43;2-;315;196;162;117;98;100;135;96;121;158;212;366;
30/03/2025;ES43;2=;415;503;459;343;338;451;409;414;427;399;296;321;
30/03/2025;ES44;1-;810;864;689;540;599;528;367;854;881;1166;1342;1376;
30/03/2025;ES44;1=;1105;1153;961;1058;1175;1184;1164;1044;865;692;561;391;
30/03/2025;ES44;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES44;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES45;1-;975;876;663;496;457;418;361;617;798;1086;1269;1388;
30/03/2025;ES45;1=;1439;1506;1303;1119;1204;1247;1295;1422;1108;912;684;489;
30/03/2025;ES45;2-;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES45;2=;0;0;0;0;0;0;0;0;0;0;0;0;
30/03/2025;ES46;1-;223;360;169;128;127;181;188;261;385;508;669;699;
30/03/2025;ES46;1=;816;662;584;545;660;691;669;654;660;496;295;162;
30/03/2025;ES46;2-;237;312;170;133;129;210;196;187;314;493;560;747;
30/03/2025;ES46;2=;839;811;582;591;652;767;790;876;852;605;349;239;
30/03/2025;ES47;1-;323;312;291;229;177;194;153;197;337;456;604;773;
30/03/2025;ES47;1=;769;746;629;561;602;607;629;724;712;548;403;266;
30/03/2025;ES47;2-;398;420;347;305;263;275;230;281;389;463;584;703;
30/03/2025;ES47;2=;676;670;520;574;580;574;592;597;538;479;328;251;
30/03/2025;ES48;1-;254;264;151;126;117;217;212;247;319;525;593;729;
30/03/2025;ES48;1=;807;721;528;522;669;726;711;822;727;468;274;155;
30/03/2025;ES48;2-;201;216;200;142;112;153;195;272;385;503;650;754;
30/03/2025;ES48;2=;807;774;534;499;581;647;686;649;525;367;272;148;
30/03/2025;ES49;1-;259;108;130;109;114;167;142;192;264;367;486;568;
30/03/2025;ES49;1=;705;733;445;534;574;513;594;561;452;357;265;129;
30/03/2025;ES49;2-;149;111;71;62;57;51;68;68;88;129;213;318;
30/03/2025;ES49;2=;437;468;477;251;251;340;351;379;480;352;223;128;
30/03/2025;ES50;1-;222;153;137;125;92;83;85;61;72;91;104;153;
30/03/2025;ES50;1=;368;405;130;182;184;229;359;380;47;36;26;30;
30/03/2025;ES50;2-;289;194;192;140;144;145;101;80;107;138;205;263;
30/03/2025;ES50;2=;314;342;409;226;232;272;290;354;307;290;205;169;
30/03/2025;ES51;1-;173;105;0;72;70;54;50;65;94;127;208;272;
30/03/2025;ES51;1=;302;330;402;257;227;236;287;306;348;313;185;116;
30/03/2025;ES51;2-;96;70;0;49;33;45;33;44;74;123;164;236;
30/03/2025;ES51;2=;268;278;292;182;201;176;212;167;227;206;131;95;
30/03/2025;ES52;1-;197;107;0;90;73;64;62;70;137;204;241;310;
30/03/2025;ES52;1=;425;536;535;369;398;497;481;473;457;461;317;179;
30/03/2025;ES52;2-;151;75;0;52;45;45;42;61;79;196;157;204;
30/03/2025;ES52;2=;262;285;305;193;186;222;272;274;416;266;144;101;
30/03/2025;ES53;1-;183;143;130;103;98;91;101;89;91;144;195;178;
30/03/2025;ES53;1=;236;253;288;272;279;248;229;271;280;282;199;149;
30/03/2025;ES53;2-;273;230;238;186;165;153;180;160;190;262;322;346;
30/03/2025;ES53;2=;376;456;425;374;376;444;398;462;427;416;328;268;
30/03/2025;ES54;1-;154;113;66;75;88;63;74;83;96;117;150;219;
30/03/2025;ES54;1=;223;238;238;185;199;211;203;192;233;201;165;114;
30/03/2025;ES54;2-;192;129;109;78;55;81;86;104;87;149;163;184;
30/03/2025;ES54;2=;224;247;281;240;239;250;232;268;247;249;242;191;
30/03/2025;ES55;1-;109;79;54;24;24;31;46;50;74;104;146;140;
30/03/2025;ES55;1=;188;224;187;178;159;196;193;188;197;153;127;85;
30/03/2025;ES55;2-;68;50;30;26;35;26;22;39;56;70;119;122;
30/03/2025;ES55;2=;173;191;157;144;137;146;164;148;168;198;106;75;
30/03/2025;ES56;1-;62;36;62;31;35;33;58;77;103;137;181;210;
30/03/2025;ES56;1=;194;296;163;145;155;177;191;326;154;106;104;52;
30/03/2025;ES56;2-;57;72;39;38;24;27;33;41;59;70;85;114;
30/03/2025;ES56;2=;123;128;70;77;102;93;113;120;113;94;57;41;
30/03/2025;ES57;1-;167;156;71;35;51;60;85;115;234;334;439;532;
30/03/2025;ES57;1=;619;455;357;407;500;445;409;419;369;261;150;69;
30/03/2025;ES57;2-;104;72;47;39;36;57;55;83;182;265;444;478;
30/03/2025;ES57;2=;592;568;339;361;467;495;508;524;367;221;115;56;
30/03/2025;ES58;1-;73;60;52;43;55;66;56;118;144;221;329;375;
30/03/2025;ES58;1=;376;354;210;286;354;372;303;262;180;152;78;51;
30/03/2025;ES58;2-;54;24;39;19;30;33;36;57;96;152;178;239;
30/03/2025;ES58;2=;291;260;160;184;194;220;250;238;171;99;63;30;
30/03/2025;ES59;1-;76;96;71;37;35;55;50;67;81;101;149;182;
30/03/2025;ES59;1=;226;230;170;159;190;196;169;241;235;181;134;69;
30/03/2025;ES59;2-;32;12;38;31;25;51;56;86;77;105;159;143;
30/03/2025;ES59;2=;191;177;147;111;160;155;128;133;146;123;71;48;
30/03/2025;ES60;1-;103;84;76;75;53;57;81;116;193;278;368;368;
30/03/2025;ES60;1=;403;332;222;238;297;338;324;269;229;150;76;45;
30/03/2025;ES60;2-;128;60;84;55;53;62;59;98;142;232;270;405;
30/03/2025;ES60;2=;491;453;288;294;389;364;443;434;406;235;153;81;
31/03/2025;ES01;1-;251;173;157;105;222;631;1794;2256;2052;1544;1640;1630;
31/03/2025;ES01;1=;1920;2091;1717;1587;1771;1935;1919;1585;1036;701;547;339;
31/03/2025;ES01;2-;238;177;166;95;165;332;649;1274;1390;1107;1156;1184;
31/03/2025;ES01;2=;1242;1158;1232;1260;1313;1318;1138;897;665;500;435;307;
31/03/2025;ES02;1-;264;175;131;112;88;90;99;317;460;554;579;565;
31/03/2025;ES02;1=;548;522;434;402;468;434;442;508;463;371;300;269;
31/03/2025;ES02;2-;472;347;300;222;202;284;586;1133;1393;1333;1275;1205;
31/03/2025;ES02;2=;1207;1259;1267;1217;1228;1162;1151;1050;1068;945;853;797;
31/03/2025;ES03;1-;227;168;131;112;84;127;496;2293;2411;2320;1918;1637;
31/03/2025;ES03;1=;1662;1356;1542;1706;1628;1637;1581;1434;1205;1003;635;392;
31/03/2025;ES03;2-;193;138;82;61;67;55;109;276;726;793;960;1156;
31/03/2025;ES03;2=;1256;1283;1366;1354;1109;1295;1433;1357;1137;838;511;304;
31/03/2025;ES04;1-;179;89;69;64;41;77;336;1124;1212;1136;880;875;
31/03/2025;ES04;1=;846;892;889;861;879;898;990;963;861;706;357;271;
31/03/2025;ES04;2-;106;76;61;40;39;30;111;328;675;756;585;652;
31/03/2025;ES04;2=;681;688;837;874;652;737;938;957;791;500;259;160;
31/03/2025;ES05;1-;1269;773;505;438;321;401;769;1160;1388;1568;1790;1952;
31/03/2025;ES05;1=;2189;2422;2882;2772;2374;2709;2981;2837;2427;2065;1642;1313;
31/03/2025;ES05;2-;409;250;167;142;144;363;1048;1384;1116;1095;1215;1278;
31/03/2025;ES05;2=;1327;1355;1368;1348;1244;1243;1272;1263;1236;1044;812;598;
31/03/2025;ES06;1-;41;21;13;17;59;225;778;838;753;597;632;674;
31/03/2025;ES06;1=;654;743;702;812;891;951;750;613;430;243;144;84;
31/03/2025;ES06;2-;46;25;14;22;57;133;488;894;694;560;598;565;
31/03/2025;ES06;2=;633;674;723;739;833;933;712;563;348;217;130;66;
31/03/2025;ES07;1-;271;153;88;79;128;200;903;1861;2307;2001;1948;2045;
31/03/2025;ES07;1=;2223;2448;3135;3213;2861;2985;3277;2883;2441;1959;1447;528;
31/03/2025;ES07;2-;306;220;166;120;164;646;2374;2833;2437;2289;1964;1784;
31/03/2025;ES07;2=;1700;1751;2211;1992;1722;1804;1806;1554;1407;1267;844;399;
31/03/2025;ES08;1-;575;469;421;337;309;349;423;666;640;718;823;782;
31/03/2025;ES08;1=;805;804;821;772;801;798;763;777;767;773;673;562;
31/03/2025;ES08;2-;522;478;377;308;316;321;392;704;832;800;865;763;
31/03/2025;ES08;2=;797;897;865;817;796;851;865;738;878;799;698;597;
31/03/2025;ES09;1-;380;425;312;290;281;280;395;488;582;569;646;612;
31/03/2025;ES09;1=;698;689;780;706;632;676;730;779;724;587;513;458;
31/03/2025;ES09;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES09;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES10;1-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES10;1=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES10;2-;198;112;86;71;97;184;407;541;554;518;439;447;
31/03/2025;ES10;2=;453;489;484;504;555;532;486;490;563;430;358;200;
31/03/2025;ES11;1-;1087;602;268;133;111;131;698;4742;6253;5996;5400;4225;
31/03/2025;ES11;1=;3672;3445;3697;4732;4622;3856;3999;4197;3464;2913;2253;1315;
31/03/2025;ES11;2-;1336;681;295;187;139;153;378;1550;3626;4539;4019;3400;
31/03/2025;ES11;2=;3456;3822;4405;5503;5253;5194;5179;5221;4786;4107;3135;1968;
31/03/2025;ES12;1-;364;300;260;252;485;1181;1761;1537;1415;1778;1806;1579;
31/03/2025;ES12;1=;1633;1589;1684;1745;1659;1228;1178;1288;1362;1296;1027;586;
31/03/2025;ES12;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES12;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES13;1-;148;115;77;84;168;365;962;1377;1332;1191;1275;1206;
31/03/2025;ES13;1=;1307;1299;1173;1258;1253;1383;1316;1123;864;584;468;353;
31/03/2025;ES13;2-;236;209;135;92;169;373;1076;1494;1612;1498;1519;1590;
31/03/2025;ES13;2=;1650;1742;1505;1452;1596;1634;1586;1407;1078;738;569;430;
31/03/2025;ES14;1-;34;9;11;16;15;90;194;482;453;347;363;346;
31/03/2025;ES14;1=;316;312;283;342;321;298;281;234;165;120;111;50;
31/03/2025;ES14;2-;17;17;5;8;12;46;97;189;232;254;287;285;
31/03/2025;ES14;2=;273;297;227;222;262;297;280;234;153;104;68;38;
31/03/2025;ES15;1-;66;35;25;27;50;276;913;1192;935;842;762;765;
31/03/2025;ES15;1=;780;952;813;854;879;1039;1020;622;441;247;178;77;
31/03/2025;ES15;2-;43;22;22;12;37;122;546;1021;989;827;634;665;
31/03/2025;ES15;2=;699;868;783;672;777;729;690;608;483;197;113;68;
31/03/2025;ES16;1-;197;168;97;91;135;342;906;1369;1179;1144;1284;1392;
31/03/2025;ES16;1=;1419;1505;1410;1462;1543;1616;1505;1392;1010;683;582;374;
31/03/2025;ES16;2-;95;93;65;53;107;393;1267;1214;1160;1105;1076;1084;
31/03/2025;ES16;2=;989;998;1016;973;1041;1043;993;847;620;356;284;181;
31/03/2025;ES17;1-;708;408;242;239;428;1529;3134;3086;3041;3095;3274;3522;
31/03/2025;ES17;1=;3799;3366;3641;3583;3596;3492;3366;2997;2514;1917;1485;957;
31/03/2025;ES17;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES17;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES18;1-;63;44;22;17;38;302;1276;1370;1288;858;813;712;
31/03/2025;ES18;1=;663;586;653;696;667;619;551;436;296;191;137;75;
31/03/2025;ES18;2-;113;52;30;39;44;88;234;516;552;593;658;664;
31/03/2025;ES18;2=;802;972;848;739;955;1227;1033;881;668;380;258;166;
31/03/2025;ES19;1-;180;172;117;104;145;258;568;1065;1114;907;960;891;
31/03/2025;ES19;1=;923;945;877;977;1096;1157;1040;825;590;434;348;232;
31/03/2025;ES19;2-;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES19;2=;0;0;0;0;0;0;0;0;0;0;0;0;
31/03/2025;ES20;1-;2045;1887;937;625;533;718;2013;6618;7943;7672;7584;7857;
31/03/2025;ES20;1=;7673;6903;8653;9573;8215;8618;9999;9999;9999;9524;7724;5458;
31/03/2025;ES20;2-;3325;1880;849;561;583;1047;3183;9999;8911;8557;9999;9751;
31/03/2025;ES20;2=;9229;9002;9851;9459;8501;9418;9999;9999;8776;8248;6746;4752;
31/03/2025;ES21;1-;61;36;26;35;50;131;575;985;722;562;633;630;
31/03/2025;ES21;1=;724;739;510;468;657;747;742;679;424;274;183;105;
31/03/2025;ES21;2-;66;50;23;43;86;348;1166;2129;2210;1575;1516;1432;
31/03/2025;ES21;2=;1435;1390;1421;1638;1760;1880;1537;1104;753;399;261;151;
31/03/2025;ES22;1-;297;191;125;125;116;223;588;1372;1672;1372;1203;1075;
31/03/2025;ES22;1=;1173;1144;1110;973;1089;1088;1038;999;867;704;504;368;
31/03/2025;ES22;2-;409;238;187;139;117;153;368;603;820;882;912;1012;
31/03/2025;ES22;2=;1031;965;1140;1068;1009;1121;1149;1218;969;788;577;461;
31/03/2025;ES23;1-;763;421;340;290;230;403;1137;2568;2962;2783;2133;1932;
31/03/2025;ES23;1=;1767;1691;1755;1622;1674;1676;1657;1578;1294;1075;900;718;
31/03/2025;ES23;2-;1121;800;582;561;379;406;675;971;1327;1474;1686;1850;
31/03/2025;ES23;2=;2078;2219;2621;2454;2176;2374;2622;2435;2174;1814;1442;1178;
31/03/2025;ES24;1-;244;147;95;93;64;86;127;247;468;638;571;672;
31/03/2025;ES24;1=;740;742;777;701;637;778;785;743;639;507;416;285;
31/03/2025;ES24;2-;149;135;89;88;85;98;169;673;785;763;720;640;
31/03/2025;ES24;2=;651;617;578;570;587;574;521;551;446;360;251;230;
